Type,Name,Address,Rooms,Grade,District,PS/MC/UC,Logitiute,Latitude,AGA Division
guest houses,royal beach hotel,"35/1,sri dharmapala road,mt.lavinia",8,b,colombo,ratmalana divisional secretariat,nan,nan,dehiwala-mount lavinia
guest houses,purple sun holiday resort,"no 66/20,new rathnapura road,avissawella",21,a,colombo,hanwella,80.211651,6.947997,colombo
guest houses,hurulu sevena hotel,"jayampathie,kahatagasdigiliya.",13,c,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,living heritage koslanda,"egodawatte estate,naulla,koslanda,uva",5,a,badulla,badulla divisional secretariat,81.0215135,6.7299126,badulla
guest houses,mas villa,"pahala walawwwa,maswela,kothmale",7,a,nuwara eliya,kothmale divisional secretariat,nan,nan,nuwara eliya
guest houses,coop inn,no 350 trincomalee road batticaloa,12,b,batticaloa,batticaloa divisional secretariat,81.690772,7.725563,batticaloa
guest houses,amagi beach,"beach road,marawila",10,a,puttalam,puttalam divisional secretariat,79.81656,7.414444,puttalam pradeshiya sabha
guest houses,hotel see kandy,"no:38/14,rajaphilla mawatha,kandy",6,a,kandy,kandy divisional secretariat,80.64072,7.287999,kandy
guest houses,hartland city,"puwakwatta junction,padukka road,meegoda",5,b,colombo,homagama divisional secretariat,nan,nan,homagama pradeshiya sabha
guest houses,moonstone villas,"336, matara road, tangalle",7,b,hambantota,hambantota divisional secretariat,80.79178,6.019395,hambantota
guest houses,sarasa park hotel,"no:18,rukmani devi mawatha,negombo",12,b,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,pj hotel,"avarnkal junction,actchuwely south,actchwely,jaffna",19,a,jaffna,jaffna divisional secretariat,nan,nan,jaffna
guest houses,amba ayurveda boutique hotel,"704, walagedara, galle road,balapitiya",6,a,galle,balapitiya divisional secretariat,nan,nan,balapitiya
guest houses,miltons beach resort,"ganahena,unawatuna",28,b,galle,habaraduwa divisional secretariat,80.253973,6.005965,galle
guest houses,pearl oceanic resort,"10/1,ward no 03,sampalthivu,trincomalee",8,a,trincomalee,trincomalee divisional secretariat,81.222994,8.636459,trincomalee
guest houses,lourdes inn hotel,"20/4,3rd lane,magasthotha,nuwara eliya.",18,a,nuwara eliya,nuwara eliya divisional secretariat,80.787634,6.946254,nuwara eliya
guest houses,puetz beach resort,"welankanni mawatha,sindathriya,waikkala",12,a,puttalam,puttalam divisional secretariat,nan,nan,puttalam pradeshiya sabha
guest houses,heaven seven,"no 24,hadon hill road,nuwara eliya",11,a,nuwara eliya,nuwara eliya divisional secretariat,80.765792,6.962279,nuwara eliya
guest houses,polhena reef garden hotel,"no:30,beach road,polhena,matara",18,b,matara,matara divisional secretariat,80.527084,5.937056,matara
guest houses,sancharina hotel,"156/41,wajira road,nahena,hunupitiya,wattala",15,a,gampaha,kelaniya divisional secretariat,79.915357,6.984756,kelaniya pradeshiya sabha
guest houses,sandarasi inn,"no:109/6,railway avenue,maharagama",13,b,colombo,colombo divisional secretariat,nan,nan,colombo
guest houses,the m g s hotel,"no:283/a2,pubudu mawatha, elpitiya",6,a,galle,elpitiya divisional secretariat,80.162979,6.286796,galle
guest houses,mihiliya guest house,"no:420/b,a9 road,olukaranda,kekirawa",5,b,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,samanala hotel,"puttlam road,nochchiyagama",13,a,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,ice age hotel and resturant,"359,galle road,balapitiya",6,a,galle,balapitiya divisional secretariat,80.035357,6.267228,balapitiya
guest houses,hotel wewala beach,"no. 380, galle road, hikkaduwa",20,a,galle,hikkaduwa divisional secretariat,80.101644,6.130476,hikkaduwa
guest houses,habaraduwa house villa,"hadywatta,habaraduwa,galle",5,a,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
guest houses,hotel sunray,"no:117/8,anagarika dharmapala mawatha,kandy",19,a,kandy,kandy divisional secretariat,80.648106,7.293095,kandy
guest houses,rovinka holiday resort and restaurant,"103,somarathana mawatha,bellanvila,boralesgamuwa",17,a,colombo,colombo divisional secretariat,nan,nan,colombo
guest houses,roman beach,"777/2,thiranagama,hikkaduwa",6,a,galle,hikkaduwa divisional secretariat,80.11307,6.122217,hikkaduwa
guest houses,roman lake,"godagedara road,pathegama,balapitiya",8,a,galle,galle divisional secretariat,80.047578,6.296625,galle
guest houses,hotel wedding house holiday inn,"128/a , mahabodi mawatha, kandy road, kadawatha",14,b,gampaha,gampaha divisional secretariat,80.085438,6.543719,mahara pradeshiya sabha
guest houses,bay vista hotel,"no:227,main street,arugambay,ulla,pottuvil",31,a,ampara,pottuvil divisional secretariat,81.832278,6.841696,pottuvil
guest houses,d pavilion inn,"82,stratford avenue,colombo 06.",5,a,colombo,colombo divisional secretariat,nan,nan,colombo
guest houses,milano grand new rest house,"50,kandy road,dambulla",5,a,matale,dambulla divisional secretariat,80.653394,7.886598,chilaw pradeshiya sabha
guest houses,hotel mahanuge,"25th mile post, bendiwewa.",12,a,polonnaruwa,polonnaruwa divisional secretariat,nan,nan,polonnaruwa
guest houses,the blue beach exoticaa,"no 18,meda patumaga,thalpitiya.",12,a,kalutara,panadura divisional secretariat,nan,nan,panadura pradeshiya sabha
guest houses,new ramadha guest house,"batticaloa road, kaduruwela.",18,b,polonnaruwa,thamankaduwa divisional secretariat,81.02297,7.938499,tamankaduwa pradeshiya sabha
guest houses,lake view restaurant,"158,kesbewa.",5,b,colombo,kesbewa divisional secretariat,nan,nan,kesbewa
guest houses,gaya family resort,"no 01,walaw watta,mawathagama",8,b,kurunegala,mawathagama divisional secretariat,80.447656,7.435825,mawathagama pradeshiya sabha
guest houses,grindlays regency,"ranwala road,alawatte,alawwa",16,a,kegalle,warakapola divisional secretariat,80.243812,7.291324,warakapola
guest houses,lotus paradise,"pannala,godagedara,balapitiya",8,a,galle,ambalangoda divisional secretariat,nan,nan,balapitiya
guest houses,omeeka restaurant and hotel,"509/2a , susilarama road, malabe",5,a,colombo,colombo divisional secretariat,79.964911,6.901956,colombo
guest houses,ranawara,"no:98 , thilawatana watte , kahanda modara , ranna",7,a,galle,tangalle divisional secretariat,nan,nan,tangalle pradeshiya sabha
guest houses,shiny lakeside resort,"maragaha hena,punchi pathana,hikkaduwa",13,a,galle,hikkaduwa divisional secretariat,80.119331,6.141849,hikkaduwa
guest houses,le reve dikka,"no.583,galle road,narigama,hikkaduwa.",5,b,galle,hikkaduwa divisional secretariat,nan,nan,hikkaduwa
guest houses,samrose hotel,"no.83 polhena,mallawagedara",5,b,gampaha,divulapitiya divisional secretariat,80.021706,7.314503,divulapitiya pradeshiya sabha
guest houses,kalundewa retreat,"kalundewa retreat, dambulu oya, dambulla",6,a,matale,dambulla divisional secretariat,80.678874,7.798901,dambulla pradeshiya sabha
guest houses,hotel mihintale,anuradhapura road mihintale.,10,a,anuradhapura,mihintale,nan,nan,mihintale pradeshiya sabha
guest houses,melbourne tourist rest,"388/28, harischandra mw, stage 1, anuradhapura",10,a,anuradhapura,anuradhapura east,80.41572,8.331264,anuradhapura
guest houses,white villa resort and restaurnt,"22/50,thotawaththa road,ahungalla.",5,a,galle,balapitiya divisional secretariat,nan,nan,balapitiya
guest houses,dickman resort,"no. 26/7, poruthota road, negombo",10,a,gampaha,negombo divisional secretariat,79.843546,7.240904,negombo
guest houses,hotel lion nature,"dimbulamuraya,ella road,wellawaya",7,a,moneragala,moneragala divisional secretariat,81.099745,6.750513,wellawaya
guest houses,sunset beach paradise hotel,"roman park, mudukatuwa south, marawila",9,a,puttalam,nattandiya divisional secretariat,nan,nan,nattandiya pradeshiya sabha
guest houses,arugambay surfers villa,"main street, arugambay south, pottuvil 05",30,b,ampara,pottuvil divisional secretariat,nan,nan,pottuvil
guest houses,gamage nest and rest,"miriswatta,kamburupitiya.",9,b,matara,kamburupitiya divisional secretariat,nan,nan,kamburupitiya pradeshiya sabha
guest houses,serene villa,"no.395, kandy road,nuwara-eliya.",9,a,nuwara eliya,nuwara eliya divisional secretariat,nan,nan,nuwara eliya
guest houses,serene grand villa,"no 38, rajapihilla mawatha, kandy.",9,a,kandy,kandy divisional secretariat,80.641494,7.286576,kandy
guest houses,hotel italia,"no 6 heenela road,vilegoda,ambalangoda",14,a,galle,ambalangoda divisional secretariat,nan,nan,ambalangoda
guest houses,oriole villa,"324,wellatota waththa, kanahintota,bentota",10,a,galle,benthota divisional secretariat,80.047826,6.388051,galle
guest houses,norfolk heritage airport villa,"55, lion city, 5th lane, katunayake.",5,b,gampaha,katana divisional secretariat,79.876476,7.152263,seeduwa
guest houses,the frangipani tree,"no.812, matara road, mihiripenna, thalpe.",9,a,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
guest houses,the senaro holiday inn,"pola para, 22 junction, jayanthipura, polonnaruwa.",10,a,polonnaruwa,hingurakgoda divisional secretariat,80.965229,7.985676,hingurakgoda pradeshiya sabha
guest houses,elephas resort,"no.47/b audangawa,kimbissa,sigiriya.",16,a,matale,dambulla divisional secretariat,80.734719,7.995286,dambulla pradeshiya sabha
guest houses,u.s. hotel,"855,hospital road,jaffna.",20,a,jaffna,jaffna divisional secretariat,80.025328,9.661277,jaffna
guest houses,honors club,"no.351,poruthota road,palangature,kochchikade,negombo.",30,a,gampaha,negombo divisional secretariat,nan,nan,negombo
guest houses,kingdom resort,"walgampokuna, godauda, kottegoda.",8,a,matara,dickwella divisional secretariat,nan,nan,dickwella
guest houses,ronny cottage,"no.71/3, palangathure east, kochchikade.",16,a,gampaha,negombo divisional secretariat,nan,nan,negombo
guest houses,lanka beach hotel,"no.84/1, palagathure, kochchikade.",15,a,gampaha,negombo divisional secretariat,79.842141,7.2502,negombo
guest houses,printers villa,"no.39,pedlar street,fort,galle",13,a,galle,galle divisional secretariat,nan,nan,galle
guest houses,laya waves,"kalkudah,passikudah.",8,a,batticaloa,koralai pattu divisional secretariat,81.568172,7.918173,batticaloa
guest houses,sanoga resort,"moragaswewa, habarana",5,b,polonnaruwa,hingurakgoda divisional secretariat,80.78126,8.029151,hingurakgoda pradeshiya sabha
guest houses,kite beach villas,"kudawa,kandakuliya,kalpitiya.",8,b,puttalam,kalpitiya divisional secretariat,79.724361,8.226058,kalpitiya pradeshiya sabha
guest houses,ajith putha grand,"irattakulama road,madampe.",6,a,puttalam,puttalam divisional secretariat,nan,nan,puttalam pradeshiya sabha
guest houses,mount field resort,"no.166 km post, badulla road, halpe, belihuloya.",21,a,ratnapura,imbulpe divisional secretariat,80.825858,6.737361,balangoda
guest houses,golden holiday guest house,"no.17/19 c,ponnampalam 4th lane,jaffna.",6,b,jaffna,jaffna divisional secretariat,nan,nan,jaffna
guest houses,pearl rich hotel & banquet hall,"no.727,colombo road,kadugannawa",5,b,kandy,yatinuwara divisional secretariat,80.535768,7.261431,yatinuwara pradeshiya sabha
guest houses,trinco beach hotel,"328, dyke street, trincomalee",10,a,trincomalee,trincomalee divisional secretariat,81.238617,8.567845,trincomalee
guest houses,rg's dawn and dusk,"no.35,37,jaya road,colombo 04",9,a,colombo,colombo divisional secretariat,79.854959,6.886227,colombo
guest houses,serene kings villa,"no.17,udapussella road,nuwaraeliya.",9,a,nuwara eliya,nuwara eliya divisional secretariat,80.771035,6.966501,nuwara eliya
guest houses,flower garden lake resort,"no.168,randunuwatta,weerawila.",9,b,hambantota,thissamaharama divisional secretariat,nan,nan,thissamaharama
guest houses,royal green garden hotel,"nandawana walawwa,kurunegala road,puttalam.",10,b,puttalam,puttalam divisional secretariat,nan,nan,puttalam pradeshiya sabha
guest houses,senrich hotel,"no.46/4c,kalukodayawa,dompe road,malwana",17,a,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,hotel rahas ella,"no.27/8,panwila road,wattegama",5,a,kandy,pathadumbara divisional secretariat,nan,nan,kandy
guest houses,hotel ritas and beach resturant,"galle road,narigama,hikkaduwa",25,a,galle,hikkaduwa divisional secretariat,nan,nan,hikkaduwa
guest houses,saraii,"randunu kelle watte,weerawila,hambantota.",14,b,hambantota,thissamaharama divisional secretariat,81.228932,6.267036,thissamaharama
guest houses,zylan luxury villa.,"no.115,rosmead place,colombo 07.",8,a,colombo,colombo divisional secretariat,79.874004,6.914302,colombo
guest houses,the nature trails.,"no.144 b,matara road,unawatuna.",7,a,galle,habaraduwa divisional secretariat,80.248002,6.018463,habaraduwa
guest houses,sky pavilion,"no:102/123,hevaheta road,kandy",5,a,kandy,kandy divisional secretariat,80.654608,7.289745,kandy
guest houses,manel guest house,"manel guest house,new town road,polonnaruwa.",8,b,polonnaruwa,thamankaduwa divisional secretariat,nan,nan,thamankaduwa pradeshiya sabha
guest houses,green rest,"no.136a,megoda ,thammita,makevita.",14,c,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,mosvold villa,"38,walhengoda,ahangama",8,a,galle,galle divisional secretariat,80.35341,5.976347,galle
guest houses,giman free beach resort,"keerikuda,kayankerni, north passikudah.",14,a,batticaloa,koralai pattu divisional secretariat,81.54014,7.986431,batticaloa
guest houses,nilaveli beach resort,"ward no:04,valaiyoothu,irakkakandy",8,a,trincomalee,trincomalee divisional secretariat,nan,nan,trincomalee
guest houses,blue meridian hotel,"3rd floor, mc plaza,kurunegala",12,b,kurunegala,kurunegala divisional secretariat,nan,nan,kurunegala
guest houses,new national restaurant and guest house,"39,bera road,gunasinghepura,colombo 12.",5,b,colombo,colombo divisional secretariat,nan,nan,colombo
guest houses,the spice trail,"69th, mile post, arugambay, pottuwil",5,b,ampara,pottuvil divisional secretariat,81.831108,6.848832,pottuvil
guest houses,muthumini lagoon resort,"no:16,galle road, moragalla, aluthgama",24,a,kalutara,beruwala divisional secretariat,nan,nan,beruwala
guest houses,the glenrock,"ulugalatenna, ihalagalagama, belihuloya.",3,a,ratnapura,imbulpe divisional secretariat,nan,nan,ratnapura
guest houses,birds park,"wadawa, wadakada, polgahawela",6,b,kurunegala,alawwa divisional secretariat,80.259805,7.38372,alawwa pradeshiya sabha
guest houses,thejan beach cabanas,"galle road, yalegaha, induruwa",5,a,galle,benthota divisional secretariat,80.0096,6.381882,bentota pradeshiya sabha
guest houses,senmil holiday inn,"niwasa pedesa, laxapana",7,b,nuwara eliya,ambagamuwa divisional secretariat,80.489062,6.925742,ginigathhena
guest houses,oreeka hotel,"no.482, ivan de silva mawatha, kandawala, katana.",6,b,gampaha,katana divisional secretariat,nan,nan,katana pradeshiya sabha
guest houses,muduna walawwa resort,"no.451, srimath kudarathwatta mawatha, kandy",10,a,kandy,gangawata koralaya,80.616018,7.29102,kandy
guest houses,madoldu eco resort,"giniwella, kathaluwa, ahangama",5,b,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
guest houses,athulya villas,"panabokke,ganhata road,wattappola.",8,a,kandy,udunuwara divisional secretariat,80.547491,7.225436,udunuwara pradeshiya sabha
guest houses,feelin good resort,"10th mile post, uva, karadagolla, ella.",7,a,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
guest houses,maya house,"maya house. ""old house"",aranwela,beliatta.",5,a,hambantota,beliatta divisional secretariat,80.7562,6.04275,hambantota
guest houses,thotalagala planters lodge,"thotalagala,dambatenne road,haputale.",7,a,badulla,haputale divisional secretariat,nan,nan,haputale
guest houses,tartaruga hotel,"yaddehimulla,unawatuna,galle.",21,a,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
guest houses,ceylon tea trails,"dunkeld bungalow, dunkeld estate, dickoya",5,a,nuwara eliya,ambagamuwa divisional secretariat,80.604018,6.834525,ambagamuwa pradeshiya sabha
guest houses,pamunuwila village,"124/2,pamunuwila road,gonawala.",8,b,gampaha,gampaha divisional secretariat,nan,nan,biyagama pradeshiya sabha
guest houses,leijay resort,"no :43,new lane,madawalamulla,galle.",14,b,galle,galle divisional secretariat,80.214118,6.060452,galle
guest houses,villa viana,"64 a/1,modarawella,marawila.",8,b,puttalam,puttalam divisional secretariat,79.81374,7.424294,puttalam pradeshiya sabha
guest houses,hotel swiss dale,"no 7/5 thotagamuwa, matale",12,b,matale,matale divisional secretariat,nan,nan,matale
